id;fr;nl;freq
NOMS_NL_467;la tradition / les traditions;de traditie;4.51
NOMS_NL_468;le train / les trains;de trein;4.86
NOMS_NL_469;l'escalier / les escaliers;de trap;4.63
NOMS_NL_470;le pull / les pulls;de trui;4.12
NOMS_NL_471;le jardin / les jardins;de tuin;4.76
NOMS_NL_472;l'intervention / les interventions;tussenkomst;3.59
NOMS_NL_473;le doute / les doutes;de twijfel;4.69
NOMS_NL_474;le type / les types;het type;4.86
NOMS_NL_475;le défi / les défis;de uitdaging;4.59
NOMS_NL_476;l'édition / la dépense / les éditions;de uitgave;4.27
NOMS_NL_477;l'explication / (pas de pluriel);de uitleg;4.52
NOMS_NL_478;le résultat / l'issue / les issues;de uitkomst;4.09
NOMS_NL_479;l'exception / les exceptions;de uitzondering;4.53
NOMS_NL_480;la prononciation / les prononciations;de uitspraak;4.7
NOMS_NL_481;le résultat (examen/match) / les résultats;de uitslag;4.59
NOMS_NL_482;l'heure / les heures;het uur;5.82
NOMS_NL_483;le père / les pères;de vader;5.43
NOMS_NL_484;la branche (matière) / le métier / les vakken;het vak;4.48
NOMS_NL_485;les vacances / (souvent pluriel);de vakantie;4.96
NOMS_NL_486;le porc / les porcs;het varken;3.78
NOMS_NL_487;la constatation / les constatations;de vaststelling;3.35
NOMS_NL_488;le bétail / (pas de pluriel);de vee;4.07
NOMS_NL_489;le champ / les champs;het veld;4.75
NOMS_NL_490;la fenêtre / les fenêtres;het venster;3.65
NOMS_NL_491;le changement / les changements;de verandering;4.66
NOMS_NL_492;le lien / le pansement / les liens;het verband;4.89
NOMS_NL_493;l'amélioration / les améliorations;de verbetering;4.38
NOMS_NL_494;la consommation / (pas de pluriel);het verbruik;3.66
NOMS_NL_495;la tristesse / (pas de pluriel);het verdriet;4.41
NOMS_NL_496;l'association / les associations;de vereniging;4.82
NOMS_NL_497;la comparaison / les comparaisons;de vergelijking;4.57
NOMS_NL_498;l'histoire (récit) / les histoires;het verhaal;5.4
NOMS_NL_499;l'augmentation (hausse) / les augmentations;de verhoging;4.09
NOMS_NL_500;le rapport (relation) / les rapports;de verhouding;4.29
NOMS_NL_501;la vente / les ventes;de verkoop;4.69
NOMS_NL_502;le trafic (circulation) / (pas de pluriel);het verkeer;4.71
NOMS_NL_503;la déclaration / les déclarations;de verklaring;4.74
NOMS_NL_504;la perte / les pertes;het verlies;4.75
NOMS_NL_505;le désir / les désirs;het verlangen;4.22
NOMS_NL_506;le rapport (compte-rendu) / les rapports;het verslag;4.67
NOMS_NL_507;l'intelligence / (pas de pluriel);het verstand;4.43
NOMS_NL_508;la confiance / (pas de pluriel);het vertrouwen;5.06
NOMS_NL_509;l'attente / les attentes;de verwachting;4.39
NOMS_NL_510;le soin / les soins;de verzorging;3.86
NOMS_NL_511;la filiale / l'établissement / les filiales;de vestiging;4.18
NOMS_NL_512;la célébration / les célébrations;de viering;3.94
NOMS_NL_513;l'ennemi / les ennemis;de vijand;4.41
NOMS_NL_514;le doigt / les doigts;de vinger;4.34
NOMS_NL_515;le poisson / les poissons;de vis;4.66
NOMS_NL_516;la vision / les visions;de visie;4.52
NOMS_NL_517;le plan / la surface / les surfaces;het vlak;4.92
NOMS_NL_518;le drapeau / les drapeaux;de vlag;4.74
NOMS_NL_519;la flamme / les flammes;de vlam;3.92
NOMS_NL_520;la viande / (pas de pluriel);de vlees;4.77
NOMS_NL_521;la mouche / les mouches;de vlieg;4.1
NOMS_NL_522;le sol (plancher) / les sols;de vloer;4.42
NOMS_NL_523;le vol (avion/fuite) / les vols;de vlucht;4.81
NOMS_NL_524;l'alimentation / (pas de pluriel);de voeding;4.2
NOMS_NL_525;le pied / les pieds;de voet;4.74
NOMS_NL_526;le véhicule / les véhicules;het voertuig;4.33
NOMS_NL_527;l'oiseau / les oiseaux;de vogel;4.5
NOMS_NL_528;l'exemple / les exemples;het voorbeeld;5.03
NOMS_NL_529;le stock / les stocks;de voorraad;4.28
NOMS_NL_530;l'avantage / les avantages;de voordeel;4.59
NOMS_NL_531;la proposition / les propositions;het voorstel;4.64
NOMS_NL_532;la condition / les conditions;de voorwaarde;4.2
NOMS_NL_533;le président / les présidents;de voorzitter;4.86
NOMS_NL_534;la forme / les formes;de vorm;5.22
NOMS_NL_535;la question / les questions;de vraag;5.64
NOMS_NL_536;la paix / (pas de pluriel);de vrede;4.76
NOMS_NL_537;la joie / (pas de pluriel);de vreugde;4.12
NOMS_NL_538;l'ami / les amis;de vriend;5.12
NOMS_NL_539;l'amitié / les amitiés;de vriendschap;4.35
NOMS_NL_540;la liberté / les libertés;de vrijheid;4.87
NOMS_NL_541;la femme / les femmes;de vrouw;5.73
NOMS_NL_542;le fruit / les fruits;de vrucht;3.84
NOMS_NL_543;le poing / les poings;de vuist;3.8
NOMS_NL_544;le feu / les feux;het vuur;4.81
NOMS_NL_545;la vérité / les vérités;de waarheid;4.96
NOMS_NL_546;la valeur / les valeurs;de waarde;4.86
NOMS_NL_547;la voiture (charriot) / les voitures;de wagen;4.47
NOMS_NL_548;la paroi / les parois;de wand;3.86
NOMS_NL_549;la joue / les joues;de wang;4.21
NOMS_NL_550;le désespoir / (pas de pluriel);de wanhoop;3.82
NOMS_NL_551;l'eau / (pas de pluriel);de water;5.52
NOMS_NL_552;la semaine / les semaines;de week;5.58
NOMS_NL_553;le temps (météo) / (pas de pluriel);de weer;6.04
NOMS_NL_554;le chemin (la route) / les chemins;de weg;5.8
NOMS_NL_555;la prairie / les prairies;de weide;3.56
NOMS_NL_556;le monde / les mondes;de wereld;5.63
NOMS_NL_557;l'employeur / les employeurs;de werkgever;4.33
NOMS_NL_558;l'employé / les employés;de werknemer;4.17
NOMS_NL_559;le travail / les travaux;het werk;5.77
NOMS_NL_560;la réalité / (pas de pluriel);de werkelijkheid;4.55
NOMS_NL_561;la loi / les lois;de wet;5.15
NOMS_NL_562;la science / les sciences;de wetenschap;4.62
NOMS_NL_563;l'être / l'orphelin / les êtres;de wezen;4.51
NOMS_NL_564;le quartier / les quartiers;de wijk;4.89
NOMS_NL_565;le vin / les vins;de wijn;4.73
NOMS_NL_566;la manière / l'air (musique) / les airs;de wijs;4.16
NOMS_NL_567;la volonté / (pas de pluriel);de wil;6.17
NOMS_NL_568;le vent / les vents;de wind;4.78
NOMS_NL_569;le magasin / les magasins;de winkel;4.89
NOMS_NL_570;le bénéfice / les bénéfices;de winst;4.63
NOMS_NL_571;le nuage / les nuages;de wolk;3.78
NOMS_NL_572;le mot / les mots;het woord;5.22
NOMS_NL_573;le domicile / les domiciles;de woonplaats;4.34
NOMS_NL_574;l'affaire (commerce) / les affaires;de zaak;5.26
NOMS_NL_575;le sac / la poche / les sacs;de zak;4.6
NOMS_NL_576;le sable / (pas de pluriel);de zand;4.45
NOMS_NL_577;la mer / les mers;de zee;5.08
NOMS_NL_578;la certitude / les certitudes;de zekerheid;4.4
NOMS_NL_579;l'émetteur (chaîne) / les émetteurs;de zender;4.38
NOMS_NL_580;le nerf / les nerfs;de zenuw;3.22
NOMS_NL_581;le six / les six;de zes;5.23
NOMS_NL_582;le siège (fauteuil) / les sièges;de zetel;4.12
NOMS_NL_583;l'âme / les âmes;de ziel;4.48
NOMS_NL_584;le côté / la soie / les côtés;de zijde;4.44
NOMS_NL_585;la phrase / le sens / les phrases;de zin;5.17
NOMS_NL_586;la séance / les séances;de zitting;4.16
NOMS_NL_587;la recherche / les recherches;de zoektocht;4.42
NOMS_NL_588;l'été / les étés;de zomer;5.0
NOMS_NL_589;le soleil / les soleils;de zon;4.93
NOMS_NL_590;le fils / les fils;de zoon;5.37
NOMS_NL_591;le soin / le souci / les soucis;de zorg;5.36
NOMS_NL_592;la sœur (infirmière) / les sœurs;de zuster;4.21
NOMS_NL_593;l'oxygène / (pas de pluriel);de zuurstof;4.12
NOMS_NL_594;la pesanteur / la lourdeur / (pas de pluriel);de zwaarte;2.76
NOMS_NL_595;le beau-frère / les beaux-frères;de zwager;3.65
NOMS_NL_596;le noir / (pas de pluriel);de zwart;5.0
NOMS_NL_597;le fouet / les fouets;de zweep;3.28
